8|由百位明星共同演唱的奥运歌曲《北京欢迎你》的曲作者是谁？|李宇春|那英|孙燕姿|小柯|4
8|电视剧《情深深雨蒙蒙》中饰演“杜飞”的是哪位台湾男星？ |苏有朋|古巨基|高鑫|吴奇隆|1
8|著名歌手陈奕迅的妻子是谁？|徐濠萦|蒙嘉慧|江蕙|罗美薇|1
8|韩剧《大长今》中饰演闵政浩，主演了《如果爱》的男星是谁？|池珍熙|金贤重|李准基|李敏镐|1
8|电影《铜雀台》中，苏有朋扮演的是谁？|曹操|汉献帝|许褚|穆顺|2
8|以《祝你平安》红遍大江南北的内地女歌手是谁？|孙燕姿|毛阿敏|刘若英|孙悦|4
8|执导了电影《二次曝光》的著名女导演是？|范冰冰|马俪文|李玉|李少红|3
8|歌词“东方之珠，我的爱人”中的东方之珠指的是哪个城市？ |香港 |深圳|台湾|广州|1
8|周杰伦的MV《枫》和刘畊宏的哪首歌曲的mv共同组成了一个完整的故事？|《心痛心动》|《十一月的肖邦》|《彩虹天堂》|《心灵交战》|3
8|28年作为央视春节联欢晚会结尾曲的歌曲叫什么名字？|难忘今宵|新年快乐歌|同一首歌|快乐就是这么简单|1 
8|新版《还珠格格》中饰演容嬷嬷的是？|赵丽颖|海陆|李晟|方青卓|4
8|“是我对你认识太少，还是我自己想的太多”这首《两个人的烟火》是香港四大天王中的哪一位演唱的？|周华健|刘德华|黎明|张学友|3
8|陈景润是被哪个数学家发掘并培养的？|丘成桐|陈省身|苏步青|华罗庚|4
8|越剧《十八相送》是描写了哪段古代爱情故事中的情节？|梁山伯与祝英台|牛郎织女|罗密欧与朱丽叶|孟姜女哭长城|1 
8|吴承恩小说《西游记》当中，唐僧在哪条河收了沙和尚做徒弟？|流沙河|黄河|长江|澜沧江|1 
8|代表作品有《家后》，被誉为“台语歌后”的是哪位台湾女歌手?|张悬|王心凌|张惠妹|江蕙|4 
8|被称为“文艺复兴的摇篮”的是哪一座意大利城市？|罗马|佛罗伦萨|米兰|那不勒斯|2
8|被称为美国“石油大王”，标准石油公司的创立者是谁？|约翰逊|威廉姆斯|洛克菲勒|布朗琼斯|3 
8|主演了《心灵捕手》《谍影重重》《十三罗汉》的是哪位好莱坞男星？|马特达蒙|约翰尼德普|莱昂纳多斯|阿尔帕西诺|1
8|电影《莫扎特传》中，莫扎特临终前写的最后一首曲子是什么？|生命交响曲|命运交响曲|安魂曲|催眠曲|3
8|白宫时美国总统的官邸，那么爱丽舍宫是哪个欧洲国家的总统的官邸？|爱尔兰|英国|法国|比利时|3
8|“跟我走吧，天亮就出发”这首《快乐老家》原唱是哪位内地女歌手？|孙悦|周迅|江蕙|陈明|4
8|近期上映的电影《太极1从零开始》、《太极2英雄崛起》的导演是谁？|谢晋|冯德伦|陈国星|黄健中|2
8|李安的电影《卧虎藏龙》是改编自哪位作家创作的同名小说？|袁腾飞|张晓风|王度卢|林清玄|3 
8|主演了《野草闲花》《三个摩登女性》的是哪位有“民国四大美女”之称的女性？|张爱玲 |林徽因|陆小曼|阮玲玉|3
8|以下哪些是史蒂文 斯皮尔伯格的代表作?|侏罗纪公园|星球大战|变形金刚|哈利波特|1
8|电影 《钢铁侠》的扮演者是下面哪一位演员?|汤姆克鲁斯|小罗伯特汤尼|布拉德皮特|罗伯特唐尼|2
8|电影《投名状》改编自清末四大奇案之一，请问是哪个奇案？|杨乃武与小白菜案|名伶杨月楼冤案|太原奇案|张文祥刺马案|3 
8|获得第五十九届奥斯卡最佳原著剧本奖，执导《汉娜姐妹》的鬼才导演是谁？|伍迪艾伦|李安|奥地利|4雪莉贝西|1
8|美国第一位由影坛跨入政坛的总统是谁？|里根|奥巴马|布什|福布斯|1
8|莫文蔚和周迅均重新演绎的歌曲《外面的世界》翻唱了哪位台湾男歌手的作品？|张学友|周华健|黎明|H齐秦|4
8|与包拯齐名，因其两袖清风，刚正不阿而被后人称为“海清天”的明朝功臣是谁？|李善长|刘伯温|海瑞|朱家雄|3
8|古代文学理论著作《文心雕龙》是哪位南朝文学理论家的著作？|萧统|沈约|谢眺|刘勰|4
8|香港组合Twins的粤语歌曲《下一站天后》的国语版歌名是什么？|下一站天后|死性不改|莫斯科没有眼泪|星光游乐园|3
8|电影《朗读者》《革命之路》中担任主演的英国籍著名女演员是谁？|奥黛丽赫本|艾玛沃特森|凯瑟琳|凯特温斯莱特|4
3|欧洲最高峰?|厄尔布鲁士山|夏蒙尼?勃朗峰|少女峰|乞力马扎罗山|1
3|世界最大的半岛?|朝鲜半岛|阿拉伯半岛|印度半岛|索马里半岛|2
7|古诗“会当凌绝顶，一览重山小”说的是我国著名的哪一座山?|泰山|黄山|庐山|华山|1
3|世界上面积最大的平原是?|东欧平原|西西伯利亚平原|亚马孙平原|密西西比河平原|3
3|世界平均海拔最低的国家是?|荷兰|巴西|哈萨克斯坦 |巴里|1
3|目前观测到的距地球最近的一颗恒星位于?|织女座|仙女座|半人马座|大熊座|3
3|亚洲最大的半岛是?|中南半岛 |辽东半岛|阿拉伯半岛|印度半岛|3
3|“三北”防护林体系不包括的省区有?|黑龙江 |山西|河南|青海| 3
3|下列人种的分布中，纯属人口迁移造成的是?|非洲白色人种 |澳洲棕色人种|亚洲白色人种|美洲黑色人种|4
2|黄金与其它金属混合可以制成五颜六色的色金首饰，当黄金与铜按比例混合，能制成?|赤色金|褐色金|红色金|黄色金|3
1|长期使用铝制品作为食品容器会引发下列哪种疾病?|老年痴呆症|甲状腺肿大|肠胃疾病|癌症|1
1|绿色蔬菜营养营养丰富，下列不属于绿色蔬菜所含营养物质的为?|钙质|叶酸|维生素|维生素1|1
1|夏天被蚊虫的叮咬时，用可以迅速止痒。|盐|醋|酱油|浓肥皂|4
2|下列不属于混合物的是|碘酒|冰水混合物(H2O)|清新的空气|糖水|2
2|下列各组物质中，前者是纯净物，后者是混合物的是?|糖水，白酒|铁矿石，氧气|冰水混合物，盐水|氮气，氧气|3
2|下列物质属于纯净物的是?|玻璃 |蒸馏水|漂白粉|空气|2
4|东汉末年汉献帝名为?|刘邦|刘协|刘表|刘宏|2
4|1915年由陈独秀创办的，成为“新文化运动”主阵地的刊物是?|《新青年》|《红旗杂志》|《创造月刊》|《新民日报》|1
4|后世尊称的“药王”是？|华佗|孙思邈|李时珍|扁鹊|2
4|历史上推翻西晋王朝的少数民族是？|匈奴|鲜卑|羌族|契丹|1
4|澳门回归的日期是？|1998.7.1|1997.7.1|1998.12.20|1999.12.20|4
4|四大名亭中的陶然亭是因为谁的诗句得名的？|欧阳修|白居易|陶渊明|杜牧|2
8|2014年第九届中国作家富豪榜排名第一的是?|张嘉佳|郭敬明|刘同|南派三叔|1
4|名著《三国演义》中，曹操中了周瑜的反间计，杀了张允和哪位水军大将？|夏侯惇|张辽|乐进|蔡瑁|4
4|与西施有“浣纱双姝”之称，和西施一起送吴国的美女是谁?|郑旦|施夷光|越女|嬴弄玉|1
4|创立了解析几何学的是哪位法国数学家?|笛卡尔|韦达|帕斯卡|嘉当|1
4|科举制开始于哪个朝代?|唐朝|隋朝|宋朝|元朝|2
4|京杭大运河是哪个皇帝在位时修建的|隋文帝|李世民|隋炀帝|李渊|3
4|《西游记》作者吴承恩是哪个朝代人？|明|唐|宋|元|1
4|中国沦为半殖民地半封建社会的开端是？|鸦片战争|第二次鸦片战争|甲午战争|八国联军侵华战争|1
4|齐国在齐桓公统治时期国力强盛，主要是因为重用了一位贤相，他就是?|管仲 |李斯 |魏征 |诸葛亮|1
1|蟑螂，也就是我们俗称的小强，它的头被切掉后还可以存活多长时间?|5-10分钟|1-3小时|6-10天|1个星期左右|4
6|下列植物的结构不属于叶的是?|仙人掌的刺|我们吃的洋葱|大豆的子叶|竹叶|2
6|下列动物中，属于鱼类的是?|甲鱼|鳝鱼|鲸鱼|娃娃鱼|2
6|世界上最小的鸟是|蜂鸟|麻雀|燕子|海鸥|1
6|古人有“拼死吃河豚”一说，河豚的毒素主要在那个部分?|肌肉|大脑|皮肤|肝脏|4
5|欧洲足球五大联赛正式比赛中历史进球数最多的人是？|德尔?皮耶罗|劳尔|亨利|盖德?穆勒|4
5|历史上唯一在欧洲足球五大联赛都效力过的球员是|拉杜乔尤|沙维尔|伊布拉希莫维奇 |海因策|1
5|第一个进军欧洲五大联赛的中国足球运动员是？|杨晨|孙祥|孙继海|范志毅|1
5|于1997-1998赛季创造了以“升班马”的姿态勇夺德甲联赛冠军的球队是？|凯泽斯劳滕|摩纳哥 |诺丁汉森林|阿贾克斯|1
5|在NFL历史上获得超级碗冠军数最多的队伍是？|巴尔的摩乌鸦|丹佛野马|新英格兰爱国者 |匹兹堡钢人|4
4|提出著名的韦达公式的数学家韦达，是哪国人？|英国|法国|德国|俄国|2
4|伟大的文学家、革命家鲁迅先生逝世于哪一年？|1936|1937|1938|1939|1
8|好莱坞大片《云图》中，饰演“星美451”的韩国女星是谁?|金妍儿|朴敏英|裴斗娜|韩胜妍|3
4|创立了解析几何学的是哪位法国数学家?|笛卡尔|韦达|帕斯卡|嘉当|1
1|下列哪些蚊子会吸人的血?|雄蚊|雌蚊|幼蚊|所有蚊子|2
7|作品结局“意料之外，情理之中”是评价下列哪位作家的作品？|莫泊桑|契诃夫|福楼拜|欧?亨利|4
7|文学界有“通俗小说之王”美誉的是？|海明威 |契诃夫|大仲马(改为亚历山大.仲马) |小仲马|3
7|以下不是现代奇幻文学之父托尔金的著作的是？|《魔戒》|《冰与火之歌》|《霍比特人》|《精灵宝钻》|2
7|以下不是西方奇幻三巨头的作品是？|《时光之轮》|《魔戒》|《冰与火之歌》|《地海传奇》|4
2|用手电筒同时斜射在一面镜子和一张灰色纸上，观察发现？|镜子亮|灰纸亮|一样亮|不一定|2
2|一朵花放在夹角为60°两面镜子中间，从镜子里可以看到？|2朵|4朵|5朵|8朵|3
2|彩色电视荧光屏上的彩色是3种光合成的？|蓝、黄、绿| 红、黄、绿|红、黄、蓝|红、绿、蓝|4
2|黄昏时，太阳呈红色，是因为黄昏时？|太阳发出较多的红光|阳光经过空气的路途较长|太阳距地球较近|太阳距地球较远|2
2|物体做曲线运动时，一定变化的物理量是？|速率|速度|加速度|合外力|2
2|想从镜子里看到放大的像应该使用？|凸面镜|凹面镜|平面镜|透视镜|2
2|南极海洋上的浮冰的味道是？|淡的|和海水一样咸|比海水咸|苦的|1
2|一定量的理想气体，在等压过程中对外做功200J，若此气体是刚性双原子气体分子，则需要吸热？|500J|700J|900J|1100J|2
2|大气臭氧层的主要作用？|有助于杀菌|反射电磁波 |吸收阳光中的紫外线 |好看|3
2|冬天下雪后，为了融雪要在马路上撒盐因为？|盐和冰混合后熔点提高 |盐和冰混合后熔点降低|盐和冰发生化学反应 |防止有人吃雪|2
2|鞋底、轮胎上都有凹凸不平的花纹，这主要是为？|增大受力面积，减少压强 |减少受力面积，增大压强|使接触面粗糙，增大摩擦 |增强产品的美观|3
1|请问以下哪种乐器属于铜管乐器？|大提琴|黑管|大号 |萨克斯|4
7|在《美育书简》中谁提出了“游戏说”?|席勒 |亚里士多德 |柏拉图 |歌德|3
7|以下属于古典音乐时期的音乐作品是？|《四季》|《月光奏鸣曲》|《十二钢琴平均律》|《哈利路亚》|1
7|威尔第一生创作了大量的音乐作品，其中以歌剧作品最为著名，下面哪部歌剧不是他的作品？|《奥赛罗》|《游吟诗人》|《阿依达》|《梦游女》|4
8|《流星花园》是由哪个组合主演的？|加油男孩|飞轮海|F4|S.H.E|3
8|被称为“包子”的小龙女饰演者是？|赵丽颖|刘亦菲|林心如|陈妍希|4
8|每年春晚结尾曲的曲名是？|难忘今宵|双截棍|匆匆那年|因为爱情|1
8|陈奕迅毕业于哪一所大学？| 香港科技大学| 香港中文大学|英国金斯顿大学|英国皇家音乐学院|3
8|粉丝一般称张国荣为什么? |荣哥|哥哥|大哥|荣荣|2
8|邓超的妻子是？|孙俪 |文章|郑凯|陈赫|1
8| 黄晓明的出生地是？|北京| 福建|上海|山东|4
4|康有为的维新思想吸收了西方资本主义政治学说的内容其中最主要的是？|民主共和思想|三权分立学说|君主立宪思想|人文主义思想|3
4|中国人民政治协商会议是？|权力机关|政权组织形式|爱国统一战线组织|民间社团组织|3
4|“发展体育运动，增强人民体质“是我国哪位领导人的题词|毛泽东|周恩来|邓小平|贺龙|1
4|我国是在哪个时期进入奴隶社会的？|夏|商|战国|秦|1
4|下列农民起义哪次是洪秀全领导的？|大泽乡起义|黄巾起义|赤眉起义|太平天国起义|4
4|美国第一任总统是谁？|林肯|华盛顿|罗斯福|杜鲁门|2
4|日前，朝鲜核武器被推上风口浪尖，尤其领导人金正恩，请问他的父亲是?|金日成|金正日|金正男|金正哲|2
4|英国英格兰独立事件在哪一年得到解决?|2012|2014|2016|2015|2
5| 在N21中，十五次入选N21最佳防守阵容(历史排名第一)的球员是|科比.布莱恩特|凯文.加内特|蒂姆.邓肯|比尔.拉塞尔|3
5|2006年第十八届德国世界杯的冠军是?|巴西|阿根廷|意大利|德国|3
5|有飞人之称的美国著名篮球运动员迈克尔乔丹于哪一年正式退役?|1993|1998|2003|2004|3
5|现今尚不属于奈?史密斯篮球名人纪念堂(N21名人堂)的球员是？|迈克尔?乔丹|卡里姆?贾巴尔|雷吉-米勒|科比?布莱恩特|4
5|不属于N21西部球队的是？|纽约尼克斯队|丹佛掘金队|萨克拉门托国王队|犹他爵士队|1
5|2008年N21总决赛赛冠军是？|洛杉矶湖人|波士顿凯尔特人|迈阿密热火|圣安东尼奥马刺队|2
2|科学揭示燃烧现象的是？|波兰的哥白尼|英国的牛顿|法国的拉瓦锡|俄国的门捷列夫|3 
2|最早创造数字的是？|阿拉伯人|希腊人|印度人|罗马人|3
2|发现行星运动定律的天文学家是？|哥白尼|伽利略|开普勒|张衡|2
2|在第二次工业革命中，首先制成发电机的是？|迈克尔·法拉第|爱迪生|贝尔|西门子|4
2|1903年，美国人谁制造出了飞机？|莱特兄弟|富尔顿|福特|瓦特|1
2|第一个研制成功原子弹的国家是？|美国|苏联|英国|中国|1
2|目前世界上拥有核武器的国家不包括？|印度和巴基斯坦|美国、英国、法国|中国和俄国|德国和日本|4
2|目前世界软件出口最大的发展中国家是？|印度|巴西|埃及|中国|1
2|根据板块构造学说，地球的岩石圈分为六大板块，而惟一全是海洋的板块是？|太平洋板块|印度洋板块|亚欧板块 |南极洲板块|1
2|九大行星中不属于类地行星的是？|水星|金星|火星|土星|4
2|我国南方的梅雨属于?|地形雨|对流雨|锋面雨|雷阵雨|3
2|一般来说，海拔每升高1000米，气温下降?| 3℃| 4℃| 1℃| 2℃|1
2|决定生物由水生——陆生、简单——复杂、低等——高等的方向发展的原因?|遗传|变异|生存斗争|自然选择|4 
2|太阳系中，中心天体太阳的质量约占太阳系总质量的?|91%|93.7%|98.6%|99.8%|4
2|运用试管香蕉技术来推广优良香蕉品种，这种技术属于？|基因工程|细胞工程|酶工程|发酵工程|2
2|目前国际公认的高技术前沿是指?|航天航空技术|计算机与信息技术|生物技术|新材料技术|2
2|电能是用途最广泛的能源之一，它属于?|二次能源|一次能源|不可再生能源|可再生能源|1
2|21世纪高技术的核心是？|信息技术|生物技术|新能源技术|航天技术|2
2|中国成功发射第一颗人造卫星是在？|1970年4月24日|1964年4月24日|1976年4月24日|1978年4月24日|1
2|GPS是什么的简称？|全球通讯系统|全球定位系统|全球预警系统|全球网络系统|2
2|按照目前近代物理研究的最新成果，物质的最小的构成单位是？|质子|中子|强子|夸克|4
2|纳米是一种？|水稻的一种|长度单位|粒子|时间单位|2
2|一天之中气温最高值出现在？|正午时分|午时2时前后|上午8-9点钟|日落之时|2
2|20世纪60年代，最先到达月球的地球人类是？|美国人|苏联人|英国人|中国人|1
2|新西兰的几维鸟是曾与恐龙生活在同一时代的古老鸟类，它？|有翅无尾  |有尾无翅    |无尾无翅    |有尾有翅|3
2|属于国家一类保护动物的是？|天鹅   |娃娃鱼    |孔雀   |丹顶鹤|4
2|小王家的水壶中积有大量水垢，长期饮用此壶中水的人？|易得结石症  |易得心血管疾病  |易得胃溃疡 |健康不受影响|4
2|非洲国家边界按什么划分的最多？|直线或曲线的几何方法  |经线或纬线    |河流、山脉等自然地貌|民族|2
2|“三十年河东，三十年河西”中的“河”最初是指？|黄河  |淮河 |长江  |汾河|1
2|下列河流哪一条是世界流程最长？|尼罗河] |长江]|亚马孙河 |密西西比河|1
2|世界十大环境污染之首是？|垃圾污染  |大气污染   |土地荒漠污染 |水体污染|2
2|我国第一部有声影片是？|《四郎探母》 |《定军山》|《林则徐》|《玉人何处》|1
2|55个少数民族中，通用汉语的是哪两个民族？|蒙古、满|苗、藏|回、布依|满、回|4
2|牙膏的主要原料是?|摩擦剂|保湿剂|泡沫剂|香味剂|1
2|如果把红色的西红柿放在蓝色光下观看，西红柿是什么颜色的?|红色|蓝色|黑色|紫色|3  
2|造成温室效应的气体，即被称为“温室气体”，以下不是“温室气体”的是|二氧化碳|甲烷|氟氯烃|一氧化碳|4
2|穿什么颜色衣服的人最容易被蚊子叮？|黑色|红色|黄色|白色|1
2|不锈钢中的什么元素使这种合金钢不生锈?|碳 |铁|铬|铝|3
2|飞机起飞与降落时，如下哪种情况最有利于安全保障？|顺风起飞，顺风降落| 顺风起飞，逆风降落|逆风起飞，顺风降落 | 逆风起飞，逆风降落|4
2|将红色颜料与哪中颜料可配成紫色？|蓝|绿|黄|灰|1
2|爱因斯坦生于|德国|法国|美国|瑞典|1
2|正常人应有牙齿多少颗？|32|30|34|36|1
2|人的五官中哪个感觉反应最快？|嗅觉|视觉|听觉|味觉|4
2|我国不受寒潮影响的地区是？|雅鲁藏布江谷地|海南岛|台湾岛|汾河谷地|1
2|诱发海啸的原因是？|台风 |龙卷风|海底地震 |大陆地震|3
2|中秋节那天月亮升起的时刻是？|日落时|子夜|中午|日出前2小时|1
2|天气预报“今天阴有小雨”，小雨的降雨量为多少？ |15毫升以下|20毫升以下|25毫升以下|30毫升以下|1
2|人体最大的器官是？|大脑|肌肉|骨骼|皮肤|4
2|地球的周围有4个圈层,最外层称为 什么？ |大气圈|水圈|土壤岩石圈|生物圈|1
2|根据空气密度与高度的关系把大气分为几层？|3|4|5|6|3
2|天然水体最大的污染源是什么？|工业污水 农田污水|工业污水生活污水|生活污水 农田污水|酸雨生活污水 |2
2|下列不属于世界四大科学难题的是？|人体基因结构|宇宙中的黑暗物质|受控核聚变|纳米技术|4
2|激光器产生于？|1953|1961|1960|1948|1
2|计算机网络最突出的优点是?|共享资源|精度高|运算速度快|内存容量大|1
2|电子计算机技术在半个世纪中虽有很大进步,但至今其运行仍遵循着一位科学家提出的基本原理。他就是？|牛顿|爱因斯坦|爱迪生|冯·诺依曼|4
2|国务院发布的《计算机软件保护条例》开始施行的日期是？|1985年6月|1990年8月|1991年10月|1992年1月|3
2|一个完整的计算机系统应该包括？|计算机及其外部设备|主机,键盘,显示器|系统软件与应用软件|硬件系统与软件系统|4
2|下列存储设备中,断电后其中信息会丢失的是？|ROM|RIM|硬盘|软盘|2
2|用晶体管作为电子器件制成的计算机属于？|第一代|第二代|第三代|第四代|2
2| 世界上最大的哺乳动物是|大象|蓝鲸|野马|鲨鱼|2
1|感冒忌用下列哪一种食物？|海鱼|豆浆|青菜|生姜|1
1|老年人一天吃几只鸡蛋才合适 |2只|1~2只|1只|2~3只|2  
1|酒中含有酒精，饮酒过多或经常饮酒，会造成酒精中毒，使身体受损，那么，饮酒对人体的哪些器官最为有害？|眼睛 |皮肤|心脏 |肺 |3 
1|苹果中含有增强记忆力的微量元素是？|铁|锌|钙|碘|2
1|吃太多手摇爆米花机爆出的米花会导致？|锡中毒|铅中毒|铬中毒|碘中毒|2
1|方便面里必然有哪种食品添加剂？|防腐剂|合成抗氧化剂 |食用色素|漂白剂|2
1|低盐饮食有利于预防什么疾病？|乙型肝炎|糖尿病|高血压|贫血|3
1|碘缺乏会导致儿童、青少年？|甲亢|无力|心理疾病|生长发育和智力受影响|4
1|夏季在烈日下工作或运动量过大出汗多时，为预防中暑应多喝？ |糖水|糖醋水|盐开水|白开水 |3
1|烧菜时最好在何时加碘盐以减少碘的损失？|烧菜前用碘盐爆锅|烧菜加水后|烧菜加水前|菜将出锅时|4
1|某人由于营养不良，身体浮肿，其食疗补救措施是|多吃蔬菜 |多喝豆汁 |多吃馒头|多喝水|2
1|下列不属于营养物质的是|食物中的葡萄糖 |肝糖元分解形成的葡萄糖|饮水中的碘|食物中的胡萝卜素|2
1|在人的一生中，脑发育的最关键时期是？|胎儿期和婴儿期 |婴儿期和儿童期|儿童期和青春期|青春期和婴儿期|1
1|自然界中，有“智慧元素”之称的是|铁|碘|钙|锌|2
1|食品的保质期是指它的？|生产日期|最终食用期|最佳食用期|出厂日期|3
1|以下哪种食品可以食用?|发霉的茶叶|发芽的土豆|变绿的豆芽|变红的汤圆|3 
1|出现食物中毒症状或者误食化学品时，最先采取的急救措施是？|催吐|吃止泻药物|进行人工呼吸|向卫生防疫部门报告|1
1|铜器与什么不宜长久接触，否则会产生铜绿。用生有铜绿的铜器盛放食品或烹炒菜肴易中毒？|酱油|花椒面|味精|醋|4
1|店灯丝断了，把灯泡晃了晃使灯丝又搭上了，再用的时候会发现？|灯比原来亮了|灯比原来暗了|跟原来一样|不会亮了|1
1|树干为什么常常刷成白色？|防火|灭菌|防牲畜啃食|保暖|2
1|汽车轮胎上的沟纹主要作用是？|减轻车身重量|排除雨水和泥水|增加车身的缓冲|增加与地面的摩擦|1
1|白炽灯用久了会发黑是为什么？|钨丝氧化|钨丝升华|玻璃老化|外表面有灰尘|2
1|下面提供的几种识别矿泉水真假的方法哪一种是错误的？|在日光下无色透明|折光率比自来水大|矿化度比自来水大|矿物质比自来水多|1
